text,label
"Elle préconise également plus de moyens humains et techniques aux services de renseignement, notamment pour lutter contre le terrorisme.",3
faire de la lutte contre les violences faites aux femmes une priorité entend,3
"recruter davantage de policiers et gendarmes pour améliorer le lien avec les habitants et renforcer leur formation en matière de lutte contre le racisme, l'homophobie, le harcèlement de rue.",3
elle prévoit de renforcer les services de réinsertion des prisonniers. ,3
faire de la sécurité partout et pour tous une priorité du quinquennat.,3
"Dans le détail, elle prévoit d’allouer un budget de 1,5 milliard par an de plus pour la sécurité et la justice.",3
"interdire les réductions et aménagements de peine, en particulier pour les violences contre les personnes et d’établir une perpétuité réelle.",3
Elle a d’ailleurs pour objectif d’atteindre 85 000 places de prison en 2027.,3
Elle envisage enfin d’inscrire au fichier des délinquants sexuels les harceleurs de rue.,3
"quatre piliers actionnés simultanément : mettre en place une police de sécurité quotidienne, renforcer nos forces de police, lutter contre les pratiques abusives en matière de contrôle d’identité et améliorer notre renseignement pour mieux lutter contre le terrorisme",3
doubler les policiers sur le terrain d’ici à 2030,3
force d’action républicaine pour les quartiers,3
le président-candidat veut frapper fort contre les cyberattaques.,3
Il a proposé un plan d'un milliard d'euros comprenant la création de 1 500 postes de cyber-patrouilleurs supplémentaires et d’une école de formation pour lutter contre les attaques numériques. ,3
"Il prévoit aussi de se doter d’une nouvelle loi de programmation militaire ""pour restaurer notre indépendance et s’adapter au changement climatique.",3
"elle ""veut ressortir le Karcher de la cave"" pour nettoyer les quartiers, traquer, harceler les caïds, les délinquants et les dealers",3
"Dans la lutte contre le terrorisme, elle veut rendre délictuel le fait de consulter un ""site terroriste"" et fermer les mosquées qui propagerait un discours ""hostile à la France"".",3
"S’il est élu, l’ancien chroniqueur de CNews promet de construire 10 000 places de prison et expulser 10 000 étrangers incarcérés vers leur pays d’origine.",3
"Dans son volet consacré à la lutte contre la délinquance, il prévoit en outre de supprimer les aides sociales aux délinquants et à leur famille.",3
"Dans la même idée, il veut aussi expulser automatiquement les trafiquants et leur famille des logements sociaux.",3
créer une police anti-drogue,3
"Déterminé à aider les forces de l’ordre dans leur travail, il veut permettre aux agents et aux citoyens de se défendre en inscrivant dans la loi la notion de ""défense excusable"".",3
"il souhaite mettre en place des peines planchers, rétablir la perpétuité et punir toutes les agressions physiques, même bénignes.",3
Il envisage aussi d’interdire ou du moins réduire l'incarcération des adolescents.,3
Il prévoit de revaloriser les conditions des militaires et ouvrir un grand débat sur le service national.  ,3
"Le candidat des ""Jours heureux"" entend également fermer les bases militaires à l’étranger et stopper les opérations militaires extérieures.",3
"il a pour objectif de rénover les prisons, d’appliquer le principe des cellules individuelles et de réguler la population carcérale.  ",3
"Il entend dans le même temps interdire certaines armes comme les tasers, les grenades de désencerclement, les Flash-Ball et les LBD 40, ainsi que la technique de la ""nasse"".",3
"Le candidat de gauche radicale souhaite aussi augmenter les effectifs de police, en doublant le nombre de policiers scientifiques et d’agents affectés à la lutte contre la délinquance financière et économique.",3
La crise d’efficacité de l’État se résume dans ce domaine au déclin de sa capacité à punir.,3
Le sentiment d’insécurité des Français n’est pas nouveau. Il est systématiquement majoritaire depuis la première édition du baromètre en 2016.,3
des Français font confiance au gouvernement pour les protéger du terrorisme,3
les Français attendent aussi que l’on parle davantage de sécurité dans le débat public.,3
deux élus soutenaient l’idée d’une plus forte coopération entre les forces de sécurité de l’Etat et les acteurs de la sécurité privée.,3
"la confiance dans le gouvernement face aux risques du quotidien (délinquance, cambriolage, agression) progresse de 6 points depuis janvier dernier.",3
Vous nous faites vraiment chier avec cette grippe !!!!! Et vous les journalistes lâchez l affaire !!!!!!,4
Corona de voilà quoi.laiser nous vivre correctement ok on a tout compris.,4
La pédagogie des spécialistes revient pour les traitements d'acupuncture aux doses anti COVID avec les doses Pfizer. merci aux médias et docteurs de plateaux télé,4
Full vaccin et j'ai 2 fois de covid alors franchement le vaccin la bonne blague je ny crois plus,4
Tiens mais où est donc passé cette immunité collective ? ,4
Les vax surtout créent ces dommages irréversibles,4
Plutôt du vaccin oui! Deux doses et j’ai mal à la poitrine gauche + le cœur qui bat beaucoup plus vite qu’avant au repos. Quel regret…,4
"Le Covid provoque problème Cardiaque, respiratoire, diabète",4
Les autres pays européens ont également eu à affronter le Covid,4
"Gestion des masques, hôpitaux débordés, manque de respiratoire, etc. …140000morts en France ce n’est pas une réussite. 3000milliards d’€ de dette non plus. Et je ne parle pas du pass vaccinal et le fait qu’il a emmerdé les français.",4
Vous remarquerez que sur la crise du Covid j’ai toujours écrit que je ne vois pas qui aurait pu faire autrement que lui et même certains auraient peut être fait plus mal.,4
"Sur le plan sanitaire, c'est facile, vous parlez à postériori. Remettez vous dans le contexte, l'inconnu... Un minimum d'honnêteté intellectuelle serait appréciable.",4
Les hommes meurent de tout plus que les femmes. ,4
"Comme si le masque protégeait des commorbidités

Tout ceux qui ont peur de la mort me font rire ! Ou presque. On ne nous donne plus le nombre de morts DU Covid, normal nos braves administrations donnaient les « morts Covid » ! Mais pas du...
Quand on ne sait pas où l’on va avec l’âge, le mieux est de garder sa peur pour soi. J’assume !",4
"nombre moyen de cas positifs au Covid-19 continue d'augmenter tandis que les hospitalisations ne baissent plus, selon les chiffres publiés mardi par les autorités sanitaires.",4
"l'Organisation mondiale de la santé (OMS) a estimé que plusieurs pays européens, dont l'Allemagne, la France, l'Italie et le Royaume-Uni, avaient levé trop ""brutalement"" leurs mesures anti-Covid et se retrouvaient confrontés à une nette remontée des cas sous l'effet du sous-variant BA.2.",4
"Au Total, il a versé 200 millions d'argent public à Sanofi pour son vaccin, attribué 300 millions de l'Europe à Sanofi pour son vaccin, pré-commandé 20 millions de doses à Sanofi.
A l'avance.
Sans contreparties.
Vaccins produits : 0
Dividendes de Sanofi : +4%",4
"""Ce qui me choque, c'est de voir des candidats à l'élection courir après les antivax (...) Écoutons les scientifiques, heureusement que nous avons un vaccin""
",4
"Vaccin: Substance pathogène qui, inoculée à un individu, lui confère l'immunité contre une maladie.",4
"très bien d'écouter les scientifiques.
Merci de passer le mots chez EELV, beaucoup ne sont pas de cet avis chez vous, et sur les vaccins, et sur le nucléaire, et sur les OGM, et sur les pesticides, et sur pleins d'autres trucs.",4
analyser les chiffres du covid et en tirer des conclusions plutot que faire une confiance aveugle et confier votre vie et votre sante a des gens en desaccord ou avec des objectifs politiques.,4
"Je crois qu'ils savent que ca ne passera pas. C'est un coup de poker pour faire vacciner les resistants. Ensuite, il vont faire marche arrière pour faire un geste fort avant les élections...
C'est purement politique. A mon avis.",4
"il ne voit pas ""l'intérêt d'une vaccination obligatoire"" contre le covid sur France Inter. Au même moment, le CHU de Nice annonce que les personnes non-vaccinées représentent 9 patients sur 10 à l'hôpital",4
"""#PassVaccinal non exigé"" ou l'art de s'arranger avec la vérité : ce machin était inutile !",4
"C’est plus une #histoire de #vaccin aujourd’hui, c’est une rébellion contre cette pseudo autorité ! Ma #liberté c’est celle de faire le choix que même soigné j’en veux pas ta vie avec ton #PassVaccinal chinois ",4
"A l'ombre de la 4ème dose et du #PassVaccinal (dès 12 ans) le doute s'installe autour de la #Vaccination chez les français qui ont cru légitimement à la promesse du #Vaccin qui éviterait la transmission, ils se sentent abusés, devinent l'hypocrisie...",4
"Pour moi ils ont aidé à la validation du passe de la honte, vaccinal. Ils ont donné des arguments à Macron! Ils ont accepté la séparation du peuple de France",4
" pour les non-citoyens réticents à l'injection forcée d'un pseudo-#Vaccin contre #COVID19, si peu dangereux pour la grande majorité des habitants ?",4
"Incapable depuis le début de cette pandémie d’avoir un rôle moteur au niveau mondial, toujours à la traîne des décisions nationales, dans la critique, and les déclarations alarmistes qui n’apportent rien.

",4
"bien moi je continue : FFP2, gestes barrières etc. Car presque tout mon entourage s’est fait contaminer ces derniers jours.",4
"Je n'ai JAMAIS mis le masque PARCE QUE c'était obligatoire. Uniquement quand je sentais en avoir besoin (intérieur, rues piétonnes bondées, marchés).
Simple question de bon sens, qu'on soit en période électorale ou non.",4
"Et bien justement, c'est ça l'infantilisation : les croquemitaines
Distance + vaccination de masse qui n'a aucune efficacité sur les variants + toute la panoplie pour essayer de terroriser les populations, faute de gouverner. Deux ans que ça dure ce cirque.",4
"Les français qui ne veulent pas qu’on les infantilise n’ont qu’à respecter les gestes barrière. Vaccin + masque+ distance+ gel + aération … à moins qu’ils aient besoin de nouvelles instructions ? Jamais contents

",4
"Et bien justement, c'est ça l'infantilisation : les croquemitaines
Distance + vaccination de masse qui n'a aucune efficacité sur les variants + toute la panoplie pour essayer de terroriser les populations, faute de gouverner. Deux ans que ça dure ce cirque.",4
J'ai en effet constater que nombre de pays européens ont levé les contraintes ce qui fait que le virus repart à la hausse. ,4
"Plus personne ne porte le masque nulle part …il y a à peine 2 mois le grand cirque pour mettre en place un pass vaccinal, et puis soudain on revient du jour au lendemain comme en Septembre 2017 !",4
"Que ne fait-elle pas, plutôt, preuve de réalisme, en actant que la covid-19 est devenue ""banale"", et que si des restrictions doivent être conservées, c'est au niveau individuel et non pas au niveau étatique ?",4
"gouvernement a pris ""la bonne décision"" de lever les restrictions liées au Covid-19 en France, malgré un rebond des contaminations, ",4
"Qui ne veulent pas appliquer les règles sauf sous la contrainte...
Il y a un rebond de l'épidémie ce qui est logique, mais cela permettra d'atteindre peut-être l'immunité collective (dixit les experts... !)",4
"Nous allons remettre les masques un peu avant le premier tour pour que l'on votre en grand nombre pour ce bon président chef de guerre qui prend soin de nous en dépit de ses nombreuses responsabilités !
",4
Pour ma part je continu à mettre le masque dans les lieux clos. Inutile de faire le malin et de se retrouver à l'hôpital où des gens continuent de souffrir. Et puis la grippe redémarre aussi. Et puis je ne suis pas seul et ne dois pas exposer les autres.,4
"En fait tout le monde s’en fiche de cette gripette !
Mais avec l’obligation vaccinale à la noix tout le monde espère l’attraper pour ne plus avoir à se faire piquer...",4
"Il n'hésite pas à mentir pour des raisons bassement électorales, ce qui vient bousculer le serment d'HYPOCRATE. Je suis sûr que le 7 avril le taux de contamination sera au plus bas. En fait Macron, c'est plus que Jupiter c'est carrément Dieu (surnom jadis donné à MITERRAND).",4
"Veran utilise le terme vaguelette pour minimiser la remontée des contaminations
il devra assurer la levée du masque très opportune pour les élections et de voir que cette vaguelette est un signe précurseur de la grande vague qui va nous attendre pour les élections
Il faut voir ce qui se passe actuellement en Chine
ce n’est pas une vaguelette quand on confine avec des barbelés !",4
"Pas vacciné et jamais testé toujours en vie et en bonne santé! Gardez vos vaccins pass et autres bêtises! Je vivrai sans mes enfants egalement et bon courage à ceux qui tenteront de m'imposer une vie que je n'ai pas décidé et surtout sans aucun fondement scientifique! Aucun! Sans oublier les effets secondaires...bon courage à tous et surtout aux vaccinolatres! Quand ça va tomber comme des mouches, les non vaccinés ne seront plus seulement des purs sangs mais des survivants et des indépendants!",4
"Sa réalité, qui est loin d être celle de la médecine. Moi je préfère celle des scientifiques.",4
"Vous êtes encore dans la simulation covid19 inventé par les médias de masse.
",4
Les médecins qui constatent ces effets secondaires ne veulent pas se mêler peut-être par peur ou par conflit d’enteret,4
"une amie victime d'importants effets secondaires suite à la 2è dose a subi toute une batterie d'examens, pour en arriver à ce que la sécu lui interdise la 3è injection .",4
"Les gens ayant des effets secondaires devraient tous se réunir pour porter plainte en groupe.....
Surtout que ça empêche pas les contaminations. Nul ce vaccin .",4
"PassSanitarisés, il va bientôt falloir penser à recharger votre Pass. Une 3è petite dose dans le bras pour racheter quelques crédits de liberté ! Si ce monde vous convient, la 4è dose vous attend déjà ! …Sinon, à chacun de se battre !",4
le réchauffement climatique et la préservation de la nature sont des enjeux cruciaux pour les Français,5
"Mobilité moins polluante, décarbonation des secteurs industriels, transition agroécologique, meilleure gestion de la rénovation énergétique des logements, bascule vers le 100 % énergies renouvelables, instauration d’une fiscalité environnementale",5
il propose l’adoption d’un Traité de non-prolifération des énergies fossiles et une règle d’or climatique aux dépenses publiques,5
une feuille de route 100% énergies renouvelables d’ici à 2050,5
une limitation du trafic aérien avec la mise en place d’une taxe empreinte carbone sur les vols disposant d’une alternative ferroviaire comparable mais pas de proposition pour supprimer ces mêmes vols.,5
 des propositions pertinente contre la précarité alimentaire et le renforcement de l’accès à une alimentation saine et durable,5
" baisser les émissions de gaz à effet de serre des transports, mais propose d’augmenter les limitations de vitesse, ce qui serait néfaste pour le climat",5
il prévoit de multiplier par six les moyens consacrés à l'isolation thermique par rapport à 2020,5
14 mesures destinées à préserver l’environnement,5
"Lorsque l'on voit l'Allemagne avec ses centrales à charbon qui polluent, soutenue par les écolos et surtout l'Europe, on a plus aucune envie de soutenir la doctrine et la bêtise des écolos. Les panneaux voltaïques et les éoliennes ne suffiront jamais pour fournir l'électricité nécessaire, ne serait-ce que pour les voitures électriques que les écolos veulent nous faire acheter en priorité. Le monde devient FOU.",5
"L'enjeu d'une augmentation massive de la production électrique est primordial, et nécessite le lancement d'un programme de construction de centrales nucléaires qui apportent une sécurisation des approvisionnement en énergie décarbonée (contrairement aux centrales à charbon ou au gaz), ce que ne permet pas l'intermittence de l'éolien ou du photovoltaïque. ",5
"Pour finir, l'écologie c'est à chacun d'entre nous chaque jour qu'il appartient de la mettre en oeuvre, en ne consommant que le nécessaire, en se déplacant de manière raisonnée et en respectant des principes de base de non pollution (les déchets c'est dans la poubelle pas dans la nature, comme les cartouches et bouteilles vides des chasseurs par exp).",5
Les verts doivent être là pour maintenir un équilibre à droite comme à gauche mais de là à les mettre aux pouvoirs .... certaines décisions risqueraient de ne pas être écolo du tout ! Regardez avec le projet téléphérique de Lyon c’est carrément inapproprié dépourvu de bon sens écologique !,5
"Seule l'ecologie reel compte au bout du compte.
Il n'a pratiquement rien fait, a part en parlotte.
Le nucleaire et l'industrie voila tout, cela me degoutes, vivement une vraie revolte d'ampleur dans ce pays, ou on sent bien que nous ne commandons plus rien au niveau citoyen dans notre vie locale.",5
"Pour limiter les émissions de gaz à effet de serre, la candidate mise tout sur le développement des transports électriques",5
"la place de l’écologie et de la protection de l’environnement ne prend que 2,7% du débat politique,",5
"L’évènement sera présenté en direct sur la forme d’un grand oral, où les candidats auront entre 25 et 30 minutes pour dérouler, en détail, leur programme écologique",5
"La première condamnation de l’État pour inaction climatique a été prononcé par le Conseil d’État, plus haute juridiction administrative du pays",5
La transition écologique ne sera réussie que si l’on y intègre le méthane. Le méthane c’est l’avenir et en France on peut développer sans grands investissements,5
"L’écologie mérite mieux
Que ce radoteur inculte !",5
"Triplement de l'éolien... Ces monstres d'acier, qui pourrissent nos paysages, sont tout juste bons à alimenter des abris de jardin.",5
"Ce qui peut le rassurer est qu'il n'est pas le seul... Parmi les écolotristes et même chez les autres candidats. Le problème est la promotion de ces idées écologistes à tous les niveaux. ONU, je ne porte pas aux nues.",5
